student_id,age,gender,study_hours_per_week,attendance_percentage,internet_access,parental_education_level,family_income_level,extra_classes,sleep_hours_per_day,previous_exam_score,final_exam_score,result
1082,16,Female,16,86,1,Secondary,Low,0,7.3,55.9,53.1,Pass
1083,15,Male,28,69,0,Secondary,High,0,6.8,65.3,78.7,Pass
1084,15,Male,19,57,0,Graduate,High,1,4.3,49.2,49.8,Pass
1085,17,Female,9,56,0,No Schooling,High,1,7.0,26.3,30.3,Fail
1086,14,Male,14,55,1,Primary,High,0,4.1,58.1,53.7,Pass
1087,15,Female,17,60,1,No Schooling,Low,0,5.6,37.4,55.8,Pass
1088,16,Female,5,93,1,No Schooling,Low,1,8.7,59.9,45.5,Pass
1089,17,Male,2,67,1,Primary,High,1,5.5,34.5,37.2,Fail
1090,14,Male,20,100,1,Higher Secondary,Low,0,8.7,57.0,54.1,Pass
1091,18,Male,16,91,0,No Schooling,High,0,5.3,56.8,53.6,Pass
1092,16,Male,14,78,1,No Schooling,High,0,5.6,55.3,44.7,Pass
1093,15,Male,14,74,1,No Schooling,High,0,7.1,63.4,54.8,Pass
1094,15,Female,27,70,1,Higher Secondary,Medium,0,7.8,51.3,56.3,Pass
1095,16,Male,1,95,0,Secondary,Low,1,6.5,33.6,34.3,Fail
1096,15,Male,3,52,0,Graduate,Low,0,8.4,33.9,28.8,Fail
1097,17,Male,26,67,1,Graduate,High,0,4.2,69.6,71.8,Pass
1098,14,Female,7,73,0,Higher Secondary,Low,1,8.6,42.3,37.1,Fail
1099,17,Male,26,96,1,No Schooling,High,0,5.0,85.6,78.1,Pass
1100,15,Female,15,87,0,Graduate,Low,1,8.4,51.8,64.8,Pass
1101,18,Male,19,59,0,Higher Secondary,High,1,6.0,27.2,32.8,Fail
1102,14,Male,20,76,1,Primary,High,0,8.2,52.1,51.3,Pass
1103,14,Female,2,61,0,Graduate,Medium,0,7.4,41.4,33.4,Fail
1104,16,Male,19,56,1,Primary,High,1,4.9,56.3,54.7,Pass
1105,16,Male,9,66,1,No Schooling,Medium,1,8.6,32.9,42.2,Pass
1106,18,Female,19,50,1,Graduate,Low,1,5.2,64.8,60.7,Pass
1107,14,Male,27,99,0,Higher Secondary,Low,0,5.2,78.6,77.0,Pass
1108,18,Female,5,75,0,Secondary,Medium,0,8.1,31.5,23.4,Fail
1109,16,Female,18,64,1,Graduate,Low,0,4.5,55.1,55.3,Pass
1110,16,Female,16,100,1,Graduate,Medium,0,5.1,46.8,49.6,Pass
1111,14,Female,4,82,0,Graduate,Low,0,6.5,27.0,32.6,Fail
1112,17,Female,12,86,1,Graduate,Medium,1,8.2,51.2,47.5,Pass
1113,15,Male,29,96,0,Higher Secondary,Medium,0,4.7,83.3,78.8,Pass
1114,16,Male,7,80,0,Higher Secondary,High,0,6.7,29.0,36.7,Fail
1115,16,Male,14,84,0,Secondary,Low,1,7.6,50.9,42.4,Pass
1116,17,Female,23,50,1,Higher Secondary,High,0,8.3,66.9,54.1,Pass
1117,17,Female,12,57,1,Higher Secondary,Medium,0,8.7,63.3,49.1,Pass
1118,18,Female,3,61,0,No Schooling,High,0,7.9,14.1,15.2,Fail
1119,18,Female,5,68,1,No Schooling,Medium,1,7.3,37.3,43.7,Pass
1120,15,Male,17,74,1,Primary,Low,1,6.2,40.6,61.6,Pass
1121,15,Male,26,81,0,Secondary,Low,0,4.6,63.2,57.0,Pass
1122,14,Female,10,61,0,No Schooling,Low,0,7.5,30.4,34.6,Fail
1123,18,Female,10,62,1,Secondary,Medium,0,9.0,49.1,44.0,Pass
1124,16,Male,11,77,0,Secondary,High,1,7.7,32.9,41.6,Pass
1125,18,Female,17,50,1,Graduate,Low,1,4.1,35.4,42.0,Pass
1126,16,Female,5,100,0,Secondary,Medium,0,6.5,52.7,36.4,Fail
1127,17,Female,13,55,0,Graduate,High,0,7.1,29.7,31.8,Fail
1128,18,Male,10,57,1,Primary,Medium,0,7.4,37.1,38.0,Fail
1129,17,Male,9,53,1,Primary,Medium,0,7.6,35.4,47.4,Pass
1130,15,Female,17,54,1,Primary,Low,1,6.8,41.8,41.6,Pass
1131,15,Male,1,74,1,Graduate,Medium,1,5.1,23.8,8.8,Fail
1132,14,Female,4,71,1,Graduate,Medium,0,8.7,41.6,49.0,Pass
1133,18,Female,4,77,0,Primary,High,1,7.5,40.9,40.7,Pass
1134,17,Male,18,88,0,Graduate,Low,1,5.2,58.2,46.3,Pass
1135,16,Female,9,72,1,Higher Secondary,Medium,0,5.6,36.7,38.4,Fail
1136,15,Female,25,53,0,Higher Secondary,Medium,0,8.6,56.6,70.8,Pass
1137,15,Male,29,53,1,Graduate,High,0,8.4,66.2,73.7,Pass
1138,16,Female,29,96,0,Graduate,Medium,0,6.0,84.9,92.2,Pass
1139,17,Female,18,70,0,No Schooling,Medium,1,4.2,52.8,55.6,Pass
1140,17,Female,14,86,1,No Schooling,Medium,0,4.2,54.2,51.2,Pass
1141,18,Male,25,90,1,Secondary,Medium,0,5.4,74.7,72.9,Pass
1142,18,Female,15,51,1,Secondary,Medium,0,7.1,48.2,50.5,Pass
1143,14,Male,6,56,0,Secondary,High,0,6.9,40.3,44.3,Pass
1144,15,Female,24,98,1,Primary,Medium,1,7.2,73.3,70.6,Pass
1145,18,Female,10,65,1,Higher Secondary,Medium,0,7.6,31.8,43.8,Pass
1146,17,Female,29,66,1,Primary,Medium,0,4.1,62.7,68.2,Pass
1147,16,Female,15,69,1,Graduate,Medium,1,4.5,57.6,52.8,Pass
1148,17,Male,29,72,1,No Schooling,Low,0,5.8,67.0,67.9,Pass
1149,15,Male,4,83,1,Graduate,Low,0,4.8,56.8,40.7,Pass
1150,17,Female,18,60,0,Graduate,Low,0,4.4,45.1,49.3,Pass
1151,14,Female,18,83,0,No Schooling,Low,1,7.2,47.4,59.6,Pass
1152,15,Female,25,82,0,Graduate,High,0,8.1,65.3,72.9,Pass
1153,16,Female,17,75,0,Secondary,Low,0,7.8,63.4,55.3,Pass
1154,14,Female,12,51,1,No Schooling,High,0,8.1,28.1,23.4,Fail
1155,15,Female,7,72,1,Graduate,Low,1,7.3,31.7,39.3,Fail
1156,16,Female,16,90,0,Secondary,High,0,7.7,49.1,73.0,Pass
1157,14,Female,11,71,0,Secondary,Low,0,5.4,31.3,31.9,Fail
1158,14,Male,14,83,0,Higher Secondary,Medium,0,9.0,32.4,37.7,Fail
1159,15,Male,3,64,1,Secondary,Low,1,4.9,16.3,24.6,Fail
1160,18,Male,19,59,1,Primary,Low,1,5.1,56.5,48.3,Pass
1161,14,Female,18,64,1,No Schooling,Low,0,5.4,56.4,66.7,Pass
1162,14,Female,10,91,0,No Schooling,Medium,0,8.9,35.3,43.2,Pass
1163,16,Female,6,78,0,No Schooling,High,1,8.9,36.7,37.3,Fail
1164,17,Male,13,72,0,Graduate,High,0,8.0,42.9,39.5,Fail
1165,15,Female,10,66,0,Graduate,Medium,1,7.1,28.7,40.8,Pass
1166,15,Male,18,58,0,Primary,Low,1,6.6,58.0,53.6,Pass
1167,18,Female,26,99,1,Secondary,Low,1,8.9,78.8,84.4,Pass
1168,18,Male,20,85,1,Graduate,Low,0,7.5,63.7,66.4,Pass
1169,15,Male,26,58,1,Secondary,High,1,8.7,71.2,84.3,Pass
1170,18,Male,16,65,1,Secondary,High,1,5.6,75.8,66.3,Pass
1171,16,Female,25,85,1,Graduate,Medium,0,5.7,55.8,85.3,Pass
1172,15,Male,25,97,0,Graduate,Medium,0,8.3,57.7,69.0,Pass
1173,18,Female,6,100,1,Primary,High,0,4.7,58.8,46.9,Pass
1174,15,Female,13,82,0,Higher Secondary,Low,1,8.7,55.6,51.1,Pass
1175,17,Female,4,80,1,No Schooling,Low,1,6.5,38.7,41.2,Pass
1176,14,Female,23,55,0,Graduate,Low,0,8.6,46.2,53.5,Pass
1177,15,Female,14,59,0,Graduate,Low,1,5.7,41.4,36.7,Fail
1178,14,Male,1,65,0,Secondary,Medium,0,7.6,18.9,17.5,Fail
1179,18,Female,28,53,0,Higher Secondary,Medium,0,6.4,43.0,54.3,Pass
1180,14,Female,20,71,0,Graduate,High,0,7.1,61.0,79.1,Pass
1181,15,Female,5,62,0,Higher Secondary,Medium,0,6.5,6.0,17.7,Fail
1182,17,Female,8,65,1,No Schooling,Low,0,8.8,26.0,27.3,Fail
1183,18,Female,12,78,0,Secondary,High,1,7.5,42.1,52.6,Pass
1184,15,Male,2,55,0,Primary,Medium,1,5.3,45.9,37.0,Fail
1185,18,Male,12,75,1,No Schooling,Medium,0,8.5,42.5,55.7,Pass
1186,16,Female,5,60,0,Higher Secondary,Medium,1,5.5,33.7,46.1,Pass
1187,14,Male,22,73,1,Higher Secondary,Medium,1,5.9,54.1,45.2,Pass
1188,16,Male,5,78,1,No Schooling,Medium,0,4.5,42.6,16.0,Fail
1189,15,Female,13,52,0,Higher Secondary,Low,1,8.5,69.6,78.3,Pass
1190,17,Male,9,59,0,Primary,Low,1,5.4,41.1,32.8,Fail
1191,18,Female,10,50,1,Primary,Low,0,5.3,29.6,18.5,Fail
1192,14,Male,1,92,0,Higher Secondary,Medium,1,8.6,13.8,15.2,Fail
1193,18,Male,3,75,1,Higher Secondary,High,1,8.0,41.9,29.4,Fail
1194,15,Male,18,61,0,Primary,Low,1,4.7,40.4,38.1,Fail
1195,18,Female,12,63,1,Higher Secondary,Low,1,7.8,37.3,48.2,Pass
1196,14,Male,29,74,0,Graduate,Medium,1,8.6,80.0,78.6,Pass
1197,15,Male,3,57,0,Secondary,High,0,4.4,16.9,4.9,Fail
1198,18,Female,26,92,1,Graduate,Low,0,8.1,68.7,72.0,Pass
1199,17,Female,25,53,1,Higher Secondary,Low,0,6.7,63.9,59.6,Pass
1200,15,Male,29,77,1,Higher Secondary,High,0,7.3,62.5,67.5,Pass
1201,15,Female,9,56,1,Secondary,Medium,0,6.5,20.4,25.7,Fail
1202,17,Male,26,59,0,Higher Secondary,High,1,7.5,66.3,76.3,Pass
1203,16,Male,2,100,1,Secondary,Medium,1,4.2,48.5,31.7,Fail
1204,14,Female,3,85,1,Primary,Low,0,7.8,27.2,33.7,Fail
1205,16,Female,14,51,0,Secondary,High,0,4.2,30.0,21.5,Fail
1206,18,Female,4,75,0,Secondary,High,0,6.3,17.5,28.5,Fail
1207,17,Male,25,99,1,Graduate,Low,1,4.8,82.3,85.5,Pass
1208,16,Female,19,63,0,Higher Secondary,Low,1,8.1,71.6,66.0,Pass
1209,15,Male,13,65,1,Primary,Medium,1,5.6,56.3,44.4,Pass
1210,18,Female,7,92,0,No Schooling,Low,1,6.3,42.2,29.9,Fail
1211,18,Male,12,91,1,Secondary,Low,1,6.1,60.5,53.0,Pass
1212,16,Female,3,66,0,No Schooling,High,1,7.9,21.0,34.2,Fail
1213,16,Male,23,95,1,Higher Secondary,Medium,0,6.4,69.7,64.5,Pass
1214,17,Female,23,71,1,Secondary,Low,1,7.9,52.9,68.5,Pass
1215,14,Male,9,53,0,No Schooling,High,0,4.4,28.2,20.2,Fail
1216,16,Female,2,68,0,Graduate,Low,0,5.0,34.2,25.3,Fail
1217,16,Female,29,51,1,No Schooling,Low,1,6.8,74.9,76.0,Pass
1218,15,Male,22,88,1,Graduate,Low,1,8.7,73.1,73.6,Pass
1219,18,Female,9,58,0,Primary,Low,1,4.4,40.1,33.9,Fail
1220,14,Male,12,68,0,Higher Secondary,Medium,1,4.2,36.0,46.2,Pass
1221,15,Male,12,65,0,No Schooling,High,1,4.8,43.9,51.8,Pass
1222,17,Female,15,74,0,Secondary,High,1,7.2,57.5,53.7,Pass
1223,17,Male,2,97,0,Higher Secondary,Low,1,6.0,34.7,25.5,Fail
1224,16,Female,18,67,0,No Schooling,High,1,8.1,50.1,49.4,Pass
1225,16,Female,13,72,0,Secondary,Low,0,4.4,36.4,45.8,Pass
1226,17,Male,14,70,0,Secondary,High,0,5.0,39.2,35.4,Fail
1227,16,Female,5,60,0,Secondary,Medium,1,5.5,22.8,12.6,Fail
1228,14,Male,26,88,1,Secondary,Medium,0,7.1,68.6,60.0,Pass
1229,16,Male,10,90,0,No Schooling,High,1,7.4,43.8,48.5,Pass
1230,18,Female,12,53,0,Primary,Low,0,4.6,19.2,15.7,Fail
1231,16,Female,10,74,1,Graduate,Low,0,8.7,66.2,55.0,Pass
1232,15,Male,24,81,1,Graduate,Low,1,5.7,57.9,61.6,Pass
1233,14,Male,11,79,1,Graduate,Low,1,7.6,46.9,32.6,Fail
1234,15,Female,25,94,1,Primary,Medium,1,6.6,74.3,74.0,Pass
1235,15,Female,2,75,1,Secondary,Low,0,5.1,23.2,19.0,Fail
1236,18,Female,5,85,1,Secondary,Low,0,8.2,35.1,19.6,Fail
1237,14,Female,7,100,0,Higher Secondary,Low,1,8.1,37.3,39.3,Fail
1238,14,Male,6,83,1,Graduate,Low,0,6.0,44.2,41.7,Pass
1239,14,Female,22,58,1,Graduate,Medium,1,6.9,58.2,62.3,Pass
1240,14,Male,23,61,1,Secondary,High,0,5.3,63.0,66.6,Pass
1241,14,Male,3,51,0,Graduate,High,1,7.4,39.5,37.0,Fail
1242,18,Female,13,87,1,Secondary,Low,0,5.5,45.8,50.3,Pass
1243,16,Male,3,54,0,Secondary,Low,1,8.2,33.4,24.7,Fail
1244,15,Female,26,54,1,Secondary,High,1,5.1,78.6,62.9,Pass
1245,14,Male,25,71,1,No Schooling,Medium,1,4.1,65.6,55.0,Pass
1246,16,Female,24,54,0,No Schooling,Medium,0,5.3,59.1,54.5,Pass
1247,16,Male,21,53,0,No Schooling,Medium,1,5.0,47.7,67.6,Pass
1248,15,Male,6,58,1,No Schooling,Medium,0,6.5,41.4,31.0,Fail
1249,18,Female,11,78,0,Primary,Medium,1,5.0,39.9,34.6,Fail
1250,17,Female,28,71,0,Higher Secondary,Medium,1,7.8,75.3,75.1,Pass
1251,17,Male,26,76,1,Higher Secondary,Medium,1,5.2,79.8,72.1,Pass
1252,16,Male,17,59,1,Secondary,Medium,0,7.5,34.4,57.8,Pass
1253,15,Female,10,65,1,Graduate,Medium,0,6.9,30.8,21.0,Fail
1254,17,Male,12,91,0,No Schooling,Low,0,8.9,38.2,60.7,Pass
1255,16,Female,17,91,1,Higher Secondary,Medium,1,9.0,71.6,68.5,Pass
1256,18,Male,4,100,1,Higher Secondary,Low,0,8.3,27.2,37.2,Fail
1257,17,Female,2,59,0,No Schooling,High,1,7.8,29.0,28.5,Fail
1258,16,Male,11,55,0,Primary,Low,1,5.9,45.3,49.6,Pass
1259,16,Female,7,98,1,Primary,High,1,7.8,49.6,37.2,Fail
1260,14,Female,2,54,0,Higher Secondary,Low,1,8.8,36.9,23.5,Fail
1261,18,Male,26,55,1,Primary,High,1,4.1,44.3,73.0,Pass
1262,14,Female,18,96,0,No Schooling,Low,0,6.7,61.9,74.9,Pass
1263,15,Male,21,74,1,Higher Secondary,Low,0,5.1,54.9,47.4,Pass
1264,14,Female,4,100,0,No Schooling,High,1,6.8,25.9,32.6,Fail
1265,14,Female,8,99,0,Primary,Medium,1,6.3,35.9,44.8,Pass
1266,17,Female,20,53,0,No Schooling,Medium,0,6.9,61.6,66.5,Pass
1267,16,Male,14,89,0,Primary,Medium,1,6.8,59.0,53.1,Pass
1268,18,Female,12,97,1,Primary,Medium,1,8.8,63.1,74.2,Pass
1269,14,Male,22,81,0,No Schooling,Medium,1,6.8,71.9,74.4,Pass
1270,18,Female,21,100,1,Primary,Low,1,8.2,55.9,52.8,Pass
1271,14,Male,27,84,0,Secondary,Medium,0,5.6,68.2,66.1,Pass
1272,15,Male,18,59,0,No Schooling,Low,1,6.2,60.7,49.7,Pass
1273,14,Male,11,83,1,Secondary,High,0,6.4,40.4,39.9,Fail
1274,17,Female,29,85,0,No Schooling,Medium,0,5.4,82.6,78.1,Pass
1275,16,Male,28,55,0,Primary,Medium,0,5.9,52.4,67.0,Pass
1276,15,Female,8,92,1,Primary,Medium,0,7.0,43.8,47.0,Pass
1277,14,Male,2,95,0,Higher Secondary,Medium,1,6.9,40.5,37.3,Fail
1278,18,Male,25,65,1,Higher Secondary,Low,1,7.2,72.5,75.0,Pass
1279,15,Male,15,68,0,Secondary,Low,1,5.8,45.0,54.3,Pass
1280,15,Male,9,83,0,Primary,Low,0,5.6,48.5,41.2,Pass
1281,14,Female,19,74,0,Higher Secondary,High,0,7.1,55.0,37.6,Fail
1282,15,Male,20,80,1,Primary,Low,0,4.7,40.6,62.9,Pass
1283,18,Male,8,98,0,No Schooling,Medium,1,5.3,64.8,44.4,Pass
1284,15,Female,25,90,0,Higher Secondary,High,1,4.2,59.9,66.5,Pass
1285,18,Male,19,66,0,Secondary,High,1,4.4,72.5,61.3,Pass
1286,14,Male,5,96,0,Higher Secondary,Medium,0,5.2,34.7,42.2,Pass
1287,16,Male,11,79,0,Primary,Medium,0,4.1,36.8,28.1,Fail
1288,15,Male,15,88,0,Graduate,Medium,1,5.2,57.9,47.3,Pass
1289,16,Female,8,80,0,Graduate,Medium,0,7.3,29.0,28.6,Fail
1290,18,Female,19,68,0,Primary,Low,0,4.3,30.0,42.8,Pass
1291,15,Male,23,84,0,No Schooling,High,1,6.2,63.6,65.8,Pass
1292,17,Female,27,78,1,Higher Secondary,Medium,0,8.6,70.7,78.9,Pass
1293,16,Female,8,50,0,Graduate,Low,0,8.0,42.4,42.5,Pass
1294,15,Male,26,53,1,No Schooling,Medium,1,5.5,51.0,65.5,Pass
1295,16,Female,27,77,1,Primary,Low,0,8.6,72.4,83.0,Pass
1296,15,Male,19,67,1,No Schooling,Medium,0,5.6,50.6,64.4,Pass
1297,14,Female,18,75,0,Primary,Medium,0,4.4,49.8,52.3,Pass
1298,16,Female,10,89,1,Higher Secondary,Medium,0,9.0,54.4,54.2,Pass
1299,17,Female,29,68,1,No Schooling,Low,1,8.4,66.8,87.5,Pass
1300,17,Male,7,55,1,Higher Secondary,Medium,1,6.3,36.7,44.8,Pass
1301,18,Female,28,50,0,No Schooling,Low,0,7.3,67.9,76.0,Pass
1302,15,Male,9,57,1,Primary,Low,1,7.4,48.9,34.3,Fail
1303,16,Male,1,82,0,Primary,High,1,5.0,18.9,4.7,Fail
1304,18,Female,19,100,1,No Schooling,Low,1,5.0,60.4,62.3,Pass
1305,16,Male,5,92,1,Primary,Low,0,6.3,36.7,38.8,Fail
1306,15,Female,19,70,0,Secondary,Low,0,8.6,57.6,54.3,Pass
1307,17,Male,1,73,0,Secondary,Low,1,4.0,25.9,24.0,Fail
1308,14,Male,15,74,1,Higher Secondary,Low,1,7.9,53.5,46.3,Pass
1309,17,Female,16,96,1,Secondary,High,1,4.3,73.3,66.5,Pass
1310,18,Female,23,92,1,Secondary,Medium,1,6.4,66.7,70.9,Pass
1311,14,Female,7,68,0,Graduate,High,0,7.2,45.6,46.3,Pass
1312,18,Female,26,78,0,Graduate,High,1,7.4,51.3,63.1,Pass
1313,15,Male,12,59,1,Graduate,Medium,0,4.3,34.8,33.3,Fail
1314,14,Male,8,61,1,Graduate,Low,0,6.1,19.6,23.8,Fail
1315,18,Male,5,82,0,Primary,Medium,0,6.9,33.3,41.5,Pass
1316,15,Female,10,56,0,Higher Secondary,Low,0,4.3,39.3,40.1,Pass
1317,17,Male,28,66,1,Higher Secondary,Medium,0,4.7,63.2,69.9,Pass
1318,15,Female,21,59,0,Secondary,High,0,7.3,44.5,53.0,Pass
1319,16,Male,5,80,1,Higher Secondary,Low,0,6.6,20.9,29.7,Fail
1320,15,Female,17,55,0,Secondary,High,1,4.8,63.8,65.3,Pass
1321,15,Male,26,66,1,Higher Secondary,Low,0,6.7,61.6,60.8,Pass
1322,16,Male,5,99,1,No Schooling,Medium,1,8.6,40.7,43.5,Pass
1323,18,Female,22,86,1,No Schooling,Medium,1,4.1,82.4,70.2,Pass
1324,18,Male,15,67,0,Higher Secondary,Medium,1,7.2,44.1,49.6,Pass
1325,15,Female,13,75,1,Primary,Medium,1,4.4,40.9,46.9,Pass
1326,16,Male,28,98,1,Secondary,Medium,1,4.0,72.3,59.0,Pass
1327,16,Male,1,65,0,Higher Secondary,High,0,4.8,12.4,5.3,Fail
1328,17,Female,11,57,1,Secondary,High,0,6.1,25.9,26.4,Fail
1329,18,Female,23,73,1,Graduate,Low,1,8.0,57.5,56.7,Pass
1330,14,Male,1,62,1,Higher Secondary,High,1,5.4,52.2,37.3,Fail
1331,18,Male,11,78,0,Primary,Low,1,7.1,33.4,50.9,Pass
1332,18,Male,18,81,0,Graduate,Low,0,6.1,36.4,53.0,Pass
1333,17,Male,18,73,0,Higher Secondary,High,1,5.2,56.7,50.0,Pass
1334,14,Male,21,65,0,No Schooling,High,0,6.6,50.2,61.8,Pass
1335,17,Male,26,60,1,Higher Secondary,Low,0,8.0,66.6,70.0,Pass
1336,14,Female,16,81,0,No Schooling,High,1,8.2,47.8,54.1,Pass
1337,15,Female,13,55,0,No Schooling,High,0,8.2,27.3,28.8,Fail
1338,14,Female,7,84,0,Higher Secondary,High,0,5.7,52.4,33.3,Fail
1339,17,Male,1,82,1,Higher Secondary,Medium,0,8.0,13.0,24.1,Fail
1340,18,Male,26,67,1,No Schooling,Medium,1,5.1,70.7,69.6,Pass
1341,14,Male,16,86,1,Secondary,Low,1,7.7,64.7,65.0,Pass
1342,14,Female,1,62,0,Graduate,High,1,8.7,33.3,44.0,Pass
1343,16,Female,17,59,1,Primary,Low,1,4.1,48.2,45.5,Pass
1344,18,Male,6,86,1,Higher Secondary,High,1,6.2,30.3,28.6,Fail
1345,15,Male,2,75,0,Graduate,Medium,1,7.2,45.5,51.7,Pass
1346,17,Female,17,95,1,Graduate,High,1,7.5,57.5,57.2,Pass
1347,15,Female,6,66,0,Secondary,High,1,4.9,49.1,33.7,Fail
1348,18,Female,14,50,0,Graduate,High,0,8.9,39.7,51.6,Pass
1349,14,Male,18,74,1,Higher Secondary,Medium,1,7.1,52.4,52.5,Pass
1350,14,Male,6,83,0,Graduate,Medium,0,4.8,37.8,26.7,Fail
1351,18,Male,10,88,0,Higher Secondary,Medium,0,4.1,52.9,45.4,Pass
1352,14,Female,24,59,0,Higher Secondary,Low,1,7.9,59.5,71.0,Pass
1353,14,Female,18,69,0,No Schooling,High,0,4.4,40.3,34.6,Fail
1354,14,Male,27,56,0,Secondary,Medium,0,4.7,39.4,41.4,Pass
1355,17,Male,9,65,0,Primary,Low,1,6.9,33.8,35.1,Fail
1356,17,Female,8,86,1,No Schooling,Medium,0,7.0,48.9,35.3,Fail
1357,16,Male,28,78,0,Primary,High,1,7.4,60.3,57.3,Pass
1358,15,Female,10,61,0,Higher Secondary,Low,0,6.0,40.1,39.3,Fail
1359,18,Female,17,66,0,No Schooling,Medium,0,7.9,45.6,59.3,Pass
1360,18,Male,23,97,0,Graduate,Medium,1,8.9,76.1,81.0,Pass
1361,18,Female,29,69,1,Graduate,Low,0,5.4,43.8,55.1,Pass
1362,16,Male,26,75,1,Primary,Low,0,7.5,50.3,70.2,Pass
1363,17,Female,6,97,0,Higher Secondary,Low,1,8.6,38.5,52.1,Pass
1364,16,Female,14,68,1,Primary,Low,1,7.4,68.1,64.9,Pass
1365,18,Male,22,96,0,Secondary,Low,0,7.4,54.3,56.1,Pass
1366,15,Female,22,61,0,Graduate,Medium,0,5.1,50.0,66.2,Pass
1367,14,Male,6,70,0,No Schooling,Low,1,6.7,56.5,58.9,Pass
1368,17,Male,26,91,0,No Schooling,Low,0,6.8,70.6,73.3,Pass
1369,17,Female,7,83,1,No Schooling,High,1,7.5,52.0,55.6,Pass
1370,16,Male,12,56,1,Graduate,Medium,1,9.0,36.4,36.0,Fail
1371,17,Male,3,94,0,Higher Secondary,High,1,4.2,49.5,20.6,Fail
1372,18,Male,14,84,0,Graduate,Medium,0,4.3,59.5,44.3,Pass
1373,18,Male,22,64,1,Graduate,Medium,0,4.4,60.2,60.7,Pass
1374,16,Male,19,50,1,No Schooling,Medium,0,7.7,45.6,51.2,Pass
1375,18,Male,23,75,0,Graduate,Low,1,4.7,67.6,72.3,Pass
1376,15,Female,16,84,1,No Schooling,High,0,7.1,35.9,31.0,Fail
1377,16,Male,7,74,0,Higher Secondary,Medium,1,5.6,48.6,29.8,Fail
1378,15,Female,8,91,1,Secondary,Medium,0,6.3,33.8,40.3,Pass
1379,14,Female,18,64,1,No Schooling,Medium,1,5.1,51.4,39.9,Fail
1380,15,Male,25,71,1,Primary,High,1,8.3,80.0,75.8,Pass
1381,14,Female,13,55,1,Secondary,Medium,0,6.9,50.0,48.9,Pass
1382,14,Female,21,64,0,Higher Secondary,High,1,8.7,39.5,45.7,Pass
1383,15,Male,9,73,0,Secondary,High,0,6.9,25.9,35.6,Fail
1384,16,Male,10,70,1,No Schooling,Low,0,4.6,45.4,24.3,Fail
1385,18,Male,21,56,0,Higher Secondary,Medium,0,4.9,30.9,55.9,Pass
1386,18,Female,23,78,1,Primary,Medium,0,8.9,75.1,71.5,Pass
1387,14,Female,27,81,1,No Schooling,High,0,7.6,69.0,70.8,Pass
1388,14,Male,9,81,0,No Schooling,High,1,4.2,56.9,67.9,Pass
1389,16,Male,15,54,0,Higher Secondary,Low,0,7.5,31.3,28.9,Fail
1390,17,Female,20,53,0,Higher Secondary,Medium,1,6.1,44.3,41.5,Pass
1391,15,Female,2,71,1,Secondary,High,0,5.5,37.6,42.0,Pass
1392,14,Female,25,67,0,Primary,Medium,1,4.8,59.6,49.1,Pass
1393,18,Female,13,84,0,Secondary,Medium,1,8.2,37.3,46.6,Pass
1394,16,Male,2,66,0,Secondary,Medium,0,4.3,28.4,18.9,Fail
1395,15,Female,19,99,0,No Schooling,High,1,5.4,47.3,37.1,Fail
1396,16,Female,26,99,1,Higher Secondary,Medium,0,5.5,86.1,83.3,Pass
1397,15,Female,2,73,1,No Schooling,High,0,4.8,29.7,29.6,Fail
1398,15,Female,3,51,1,Primary,Low,0,6.5,13.9,18.6,Fail
1399,14,Male,6,62,1,Secondary,Low,1,4.1,47.1,54.5,Pass
1400,16,Male,3,64,1,Primary,High,1,5.5,43.3,28.8,Fail
1401,16,Female,10,54,1,Higher Secondary,Medium,1,8.7,39.2,48.9,Pass
1402,18,Female,24,52,1,Higher Secondary,Low,1,5.6,82.4,78.0,Pass
1403,18,Male,27,86,0,Graduate,Low,0,5.8,88.8,89.6,Pass
1404,14,Male,6,86,1,Primary,High,0,6.4,41.0,33.0,Fail
1405,14,Female,23,86,1,No Schooling,High,1,6.8,79.0,62.9,Pass
1406,17,Female,16,52,1,Primary,High,1,8.0,60.7,53.4,Pass
1407,18,Male,17,84,1,Secondary,High,0,5.0,42.4,44.5,Pass
1408,15,Male,19,72,0,Higher Secondary,High,1,8.4,58.0,65.5,Pass
1409,16,Male,3,77,1,Higher Secondary,High,0,7.8,23.8,26.2,Fail
1410,14,Male,18,79,1,Primary,High,1,7.6,50.5,55.5,Pass
1411,16,Male,7,67,0,Primary,Medium,1,4.4,36.8,46.8,Pass
1412,16,Male,9,85,1,Primary,Medium,1,4.1,49.0,41.3,Pass
1413,17,Female,20,82,1,Secondary,Medium,0,7.0,41.5,45.0,Pass
1414,18,Male,12,75,1,Secondary,Medium,0,8.3,46.9,51.2,Pass
1415,14,Male,5,97,1,No Schooling,Low,1,6.9,42.1,23.8,Fail
1416,16,Male,3,89,1,Primary,Medium,1,5.1,53.2,26.7,Fail
1417,14,Male,11,66,1,No Schooling,Low,1,4.5,55.9,46.7,Pass
1418,15,Female,25,89,1,Graduate,Low,1,7.5,63.6,59.7,Pass
1419,17,Female,4,56,0,Secondary,Low,1,7.6,40.9,32.0,Fail
1420,15,Male,5,57,0,Higher Secondary,High,1,4.9,35.0,38.4,Fail
1421,14,Female,1,80,1,Graduate,Low,1,4.1,31.3,28.7,Fail
1422,14,Female,27,61,0,Higher Secondary,Low,1,6.0,58.7,63.4,Pass
